mode,target_type,target,layer,n,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
A,relation_in_front_of,2_groom__3_second_umbrella,28,1,0.1783,0.1071,0.3058,0.0934,0.7304,0.2866
A,relation_in_front_of,2_individuals__1,28,1,0.0271,0.0106,0.1291,0.0997,0.6713,0.052
A,relation_in_front_of,2_individuals__1_horse,28,1,0.0271,0.0106,0.1291,0.0997,0.6713,0.052
A,relation_in_front_of,2_individuals__2,28,1,0.0393,0.022,0.0926,0.0987,0.6713,0.0743
A,relation_in_front_of,2_individuals__3,28,1,0.0294,0.012,0.1255,0.0998,0.6713,0.0564
A,relation_in_front_of,2_individuals__3_first_horse,28,1,0.0271,0.0106,0.1291,0.0997,0.6713,0.052
A,relation_in_front_of,2_individuals__3_second_horse,28,1,0.0463,0.0213,0.1598,0.0975,0.6713,0.0866
A,relation_in_front_of,3__1,28,2,0.1522,0.0682,0.3498,0.0335,0.7009,0.2501
A,relation_in_front_of,3__1_bride,28,1,0.1664,0.0667,0.4521,0.0184,0.7304,0.2711
A,relation_in_front_of,3__1_horse,28,1,0.138,0.0697,0.2475,0.0487,0.6713,0.2289
A,relation_in_front_of,3__2,28,2,0.1779,0.0639,0.4328,0.0314,0.7009,0.2837
A,relation_in_front_of,3__2_groom,28,1,0.1213,0.0309,0.4239,0.0186,0.7304,0.208
A,relation_in_front_of,3__2_individuals,28,1,0.2345,0.0969,0.4416,0.0442,0.6713,0.3476
A,relation_in_front_of,3__3_first_groom,28,1,0.0934,0.0222,0.2315,0.0255,0.7304,0.1656
A,relation_in_front_of,3__3_first_horse,28,1,0.138,0.0697,0.2475,0.0487,0.6713,0.2289
A,relation_in_front_of,3__3_second_horse,28,1,0.2585,0.117,0.4233,0.044,0.6713,0.3732
A,relation_in_front_of,3__3_second_umbrella,28,1,0.1892,0.0694,0.612,0.0121,0.7304,0.3006
A,relation_in_front_of,3_first_groom__1,28,1,0.1967,0.0942,0.3808,0.0262,0.7304,0.3099
A,relation_in_front_of,3_first_groom__1_bride,28,1,0.1967,0.0942,0.3808,0.0262,0.7304,0.3099
A,relation_in_front_of,3_first_groom__2,28,1,0.1352,0.0414,0.3525,0.0264,0.7304,0.2282
A,relation_in_front_of,3_first_groom__2_groom,28,1,0.1352,0.0414,0.3525,0.0264,0.7304,0.2282
A,relation_in_front_of,3_first_groom__3,28,1,0.1028,0.0365,0.1594,0.0333,0.7304,0.1802
A,relation_in_front_of,3_first_groom__3_second_umbrella,28,1,0.1962,0.077,0.5728,0.0194,0.7304,0.3093
A,relation_in_front_of,3_first_horse__1,28,1,0.1252,0.1222,0.1467,0.0874,0.6713,0.211
A,relation_in_front_of,3_first_horse__1_horse,28,1,0.1252,0.1222,0.1467,0.0874,0.6713,0.211
A,relation_in_front_of,3_first_horse__2,28,1,0.2466,0.1375,0.3434,0.0826,0.6713,0.3607
A,relation_in_front_of,3_first_horse__2_individuals,28,1,0.2466,0.1375,0.3434,0.0826,0.6713,0.3607
A,relation_in_front_of,3_first_horse__3,28,1,0.1258,0.1233,0.1464,0.0874,0.6713,0.2119
A,relation_in_front_of,3_first_horse__3_second_horse,28,1,0.2455,0.1312,0.3653,0.082,0.6713,0.3595
A,relation_in_front_of,3_second_horse__1,28,1,0.0579,0.0087,0.1036,0.1374,0.6713,0.1066
A,relation_in_front_of,3_second_horse__1_horse,28,1,0.0579,0.0087,0.1036,0.1374,0.6713,0.1066
A,relation_in_front_of,3_second_horse__2,28,1,0.0608,0.0094,0.1016,0.1375,0.6713,0.1115
A,relation_in_front_of,3_second_horse__2_individuals,28,1,0.0608,0.0094,0.1016,0.1375,0.6713,0.1115
A,relation_in_front_of,3_second_horse__3,28,1,0.0533,0.0144,0.0606,0.1382,0.6713,0.0988
A,relation_in_front_of,3_second_horse__3_first_horse,28,1,0.0579,0.0087,0.1036,0.1374,0.6713,0.1066
A,relation_in_front_of,3_second_umbrella__1,28,1,0.0327,0.0011,0.081,0.2318,0.7304,0.0627
A,relation_in_front_of,3_second_umbrella__1_bride,28,1,0.0327,0.0011,0.081,0.2318,0.7304,0.0627
A,relation_in_front_of,3_second_umbrella__2,28,1,0.0329,0.0011,0.0797,0.2349,0.7304,0.0629
A,relation_in_front_of,3_second_umbrella__2_groom,28,1,0.0329,0.0011,0.0797,0.2349,0.7304,0.0629
A,relation_in_front_of,3_second_umbrella__3,28,1,0.0308,0.0017,0.0467,0.2355,0.7304,0.0591
A,relation_in_front_of,3_second_umbrella__3_first_groom,28,1,0.0329,0.0011,0.0797,0.2349,0.7304,0.0629
A,relation_inside,1__1_airplane,28,1,0.0096,0.008,0.0478,0.0941,0.7449,0.019
A,relation_inside,1__1_apple,28,1,0.2244,0.0724,0.7335,0.0157,0.7188,0.342
A,relation_inside,1__1_boat,28,1,0.0,0.0,0.0244,0.1861,0.9101,0.0
A,relation_inside,1__1_bride,28,2,0.0741,0.0272,0.1765,0.0974,0.7493,0.1349
A,relation_inside,1__1_car,28,2,0.095,0.0464,0.2579,0.0809,0.6733,0.1665
A,relation_inside,1__1_cat,28,1,0.149,0.1157,0.2444,0.0986,0.6638,0.2433
A,relation_inside,1__1_catcher,28,1,0.0966,0.0149,0.1545,0.0922,0.8522,0.1736
A,relation_inside,1__1_dog,28,2,0.0746,0.0754,0.1245,0.1033,0.8159,0.1367
A,relation_inside,1__1_elephants,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,1__1_frisbee,28,3,0.1324,0.1424,0.1446,0.2389,0.7874,0.2267
A,relation_inside,1__1_horse,28,7,0.0845,0.0824,0.1303,0.1493,0.6476,0.1495
A,relation_inside,1__1_horses,28,1,0.0555,0.0511,0.085,0.0909,0.6854,0.1028
A,relation_inside,1__1_kite,28,1,0.1564,0.1694,0.1622,0.0928,0.5684,0.2453
A,relation_inside,1__1_man,28,3,0.1493,0.0813,0.2334,0.0929,0.6793,0.2448
A,relation_inside,1__1_person,28,2,0.006,0.0179,0.0156,0.197,0.7435,0.0119
A,relation_inside,1__1_player,28,5,0.0696,0.067,0.1036,0.1028,0.692,0.1265
A,relation_inside,1__1_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,1__1_suitcase,28,1,0.0039,0.0,0.0444,0.3772,0.7478,0.0078
A,relation_inside,1__1_tent,28,1,0.0143,0.0,0.1619,0.0977,0.8261,0.0282
A,relation_inside,1__1_woman,28,1,0.0386,0.0317,0.1207,0.0706,0.7917,0.0737
A,relation_inside,1__2,28,38,0.0708,0.0547,0.1246,0.1247,0.7219,0.1289
A,relation_inside,1__2_airplane,28,1,0.0096,0.008,0.0478,0.0941,0.7449,0.019
A,relation_inside,1__2_boat,28,1,0.0,0.0,0.0244,0.1861,0.9101,0.0
A,relation_inside,1__2_cat,28,2,0.1212,0.101,0.1671,0.113,0.6446,0.2041
A,relation_inside,1__2_catcher,28,1,0.0966,0.0149,0.1545,0.0922,0.8522,0.1736
A,relation_inside,1__2_dog,28,6,0.048,0.037,0.1062,0.1147,0.7859,0.0905
A,relation_inside,1__2_elephants,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,1__2_groom,28,2,0.1535,0.106,0.2099,0.1145,0.7493,0.2548
A,relation_inside,1__2_horse,28,3,0.0878,0.0687,0.1534,0.1401,0.6995,0.1561
A,relation_inside,1__2_individuals,28,1,0.0348,0.0249,0.1079,0.1108,0.6204,0.0659
A,relation_inside,1__2_jockeys,28,1,0.0123,0.0,0.0105,0.1509,0.6854,0.0242
A,relation_inside,1__2_kite,28,1,0.1564,0.1694,0.1622,0.0928,0.5684,0.2453
A,relation_inside,1__2_man,28,1,0.1004,0.1025,0.1348,0.0835,0.7524,0.1772
A,relation_inside,1__2_person,28,5,0.0217,0.0293,0.0429,0.1853,0.6603,0.0421
A,relation_inside,1__2_player,28,5,0.1038,0.0937,0.1523,0.0808,0.692,0.1805
A,relation_inside,1__2_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,1__2_woman,28,5,0.0824,0.0457,0.16,0.1331,0.7302,0.148
A,relation_inside,1__3,28,29,0.1091,0.0691,0.2548,0.0804,0.7096,0.1892
A,relation_inside,1__3_first_apple,28,1,0.1081,0.0659,0.1691,0.1067,0.7188,0.188
A,relation_inside,1__3_first_cat,28,1,0.0935,0.0862,0.0898,0.1273,0.6254,0.1626
A,relation_inside,1__3_first_dog,28,2,0.1088,0.0942,0.1096,0.1519,0.7788,0.1909
A,relation_inside,1__3_first_elephant,28,1,0.0,0.0,0.0303,0.2091,0.7594,0.0
A,relation_inside,1__3_first_groom,28,2,0.1585,0.076,0.3862,0.0351,0.7493,0.2616
A,relation_inside,1__3_first_horse,28,4,0.0805,0.0882,0.0952,0.1493,0.6797,0.144
A,relation_inside,1__3_first_jockeys,28,1,0.0123,0.0,0.0105,0.1509,0.6854,0.0242
A,relation_inside,1__3_first_man,28,2,0.1227,0.0965,0.175,0.0983,0.6997,0.2088
A,relation_inside,1__3_first_person,28,5,0.0738,0.0586,0.1078,0.1749,0.6603,0.1327
A,relation_inside,1__3_first_player,28,4,0.0554,0.049,0.0928,0.1069,0.6961,0.1026
A,relation_inside,1__3_first_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,1__3_first_woman,28,4,0.0681,0.0211,0.1598,0.1222,0.751,0.1248
A,relation_inside,1__3_second_bed,28,2,0.1026,0.0735,0.2229,0.1224,0.7943,0.1817
A,relation_inside,1__3_second_bowl,28,1,0.2245,0.0724,0.7332,0.0158,0.7188,0.3421
A,relation_inside,1__3_second_car,28,2,0.095,0.0464,0.2579,0.0809,0.6733,0.1665
A,relation_inside,1__3_second_chair,28,1,0.0091,0.0059,0.022,0.1583,0.7917,0.0181
A,relation_inside,1__3_second_elephant,28,1,0.1072,0.0558,0.3806,0.0263,0.7594,0.1879
A,relation_inside,1__3_second_horse,28,8,0.0571,0.0468,0.0981,0.1514,0.6524,0.1049
A,relation_inside,1__3_second_man,28,1,0.2029,0.0923,0.279,0.0849,0.6384,0.3079
A,relation_inside,1__3_second_player,28,4,0.0636,0.0611,0.0617,0.1153,0.6961,0.1165
A,relation_inside,1__3_second_skateboard,28,2,0.0067,0.0026,0.0073,0.2055,0.7623,0.0133
A,relation_inside,1__3_second_skis,28,1,0.0002,0.0,0.0052,0.2627,0.6986,0.0005
A,relation_inside,1__3_second_suitcase,28,1,0.0039,0.0,0.0444,0.3772,0.7478,0.0078
A,relation_inside,1__3_second_surfboard,28,1,0.0109,0.0326,0.0091,0.2008,0.7884,0.0215
A,relation_inside,1__3_second_tent,28,1,0.0143,0.0,0.1619,0.0977,0.8261,0.0282
A,relation_inside,1__3_second_umbrella,28,2,0.0085,0.0,0.0452,0.287,0.7493,0.0168
A,relation_inside,1__3_second_woman,28,1,0.1392,0.1029,0.2319,0.1736,0.6471,0.2292
A,relation_inside,1_airplane__1,28,1,0.0096,0.008,0.0478,0.0941,0.7449,0.019
A,relation_inside,1_airplane__2,28,1,0.0096,0.008,0.0478,0.0941,0.7449,0.019
A,relation_inside,1_airplane__2_airplane,28,1,0.0096,0.008,0.0478,0.0941,0.7449,0.019
A,relation_inside,1_apple__1,28,1,0.2244,0.0724,0.7335,0.0157,0.7188,0.342
A,relation_inside,1_apple__3,28,1,0.2244,0.0724,0.7335,0.0157,0.7188,0.342
A,relation_inside,1_apple__3_first_apple,28,1,0.1081,0.0659,0.1691,0.1067,0.7188,0.188
A,relation_inside,1_apple__3_second_bowl,28,1,0.2245,0.0724,0.7332,0.0158,0.7188,0.3421
A,relation_inside,1_boat__1,28,1,0.0,0.0,0.0244,0.1861,0.9101,0.0
A,relation_inside,1_boat__2,28,1,0.0,0.0,0.0244,0.1861,0.9101,0.0
A,relation_inside,1_boat__2_boat,28,1,0.0,0.0,0.0244,0.1861,0.9101,0.0
A,relation_inside,1_bride__1,28,2,0.0741,0.0272,0.1765,0.0974,0.7493,0.1349
A,relation_inside,1_bride__2,28,2,0.1535,0.106,0.2099,0.1145,0.7493,0.2548
A,relation_inside,1_bride__2_groom,28,2,0.1535,0.106,0.2099,0.1145,0.7493,0.2548
A,relation_inside,1_bride__3,28,2,0.141,0.0637,0.4313,0.0225,0.7493,0.2374
A,relation_inside,1_bride__3_first_groom,28,2,0.1585,0.076,0.3862,0.0351,0.7493,0.2616
A,relation_inside,1_bride__3_second_umbrella,28,2,0.0085,0.0,0.0452,0.287,0.7493,0.0168
A,relation_inside,1_car__1,28,2,0.095,0.0464,0.2579,0.0809,0.6733,0.1665
A,relation_inside,1_car__2,28,2,0.0953,0.0717,0.0862,0.1482,0.6733,0.167
A,relation_inside,1_car__2_cat,28,1,0.0935,0.0862,0.0898,0.1273,0.6254,0.1626
A,relation_inside,1_car__2_dog,28,1,0.0972,0.0571,0.0827,0.1691,0.7212,0.1713
A,relation_inside,1_car__3,28,2,0.1379,0.0674,0.3434,0.0733,0.6733,0.2289
A,relation_inside,1_car__3_first_cat,28,1,0.0935,0.0862,0.0898,0.1273,0.6254,0.1626
A,relation_inside,1_car__3_first_dog,28,1,0.0972,0.0571,0.0827,0.1691,0.7212,0.1713
A,relation_inside,1_car__3_second_car,28,2,0.095,0.0464,0.2579,0.0809,0.6733,0.1665
A,relation_inside,1_cat__1,28,1,0.149,0.1157,0.2444,0.0986,0.6638,0.2433
A,relation_inside,1_cat__2,28,1,0.149,0.1157,0.2444,0.0986,0.6638,0.2433
A,relation_inside,1_cat__2_cat,28,1,0.149,0.1157,0.2444,0.0986,0.6638,0.2433
A,relation_inside,1_catcher__1,28,1,0.0966,0.0149,0.1545,0.0922,0.8522,0.1736
A,relation_inside,1_catcher__2,28,1,0.0966,0.0149,0.1545,0.0922,0.8522,0.1736
A,relation_inside,1_catcher__2_catcher,28,1,0.0966,0.0149,0.1545,0.0922,0.8522,0.1736
A,relation_inside,1_dog__1,28,2,0.0746,0.0754,0.1245,0.1033,0.8159,0.1367
A,relation_inside,1_dog__2,28,2,0.0746,0.0754,0.1245,0.1033,0.8159,0.1367
A,relation_inside,1_dog__2_dog,28,2,0.0746,0.0754,0.1245,0.1033,0.8159,0.1367
A,relation_inside,1_dog__3,28,1,0.0929,0.0699,0.3905,0.0672,0.8363,0.1672
A,relation_inside,1_dog__3_first_dog,28,1,0.1204,0.1313,0.1366,0.1346,0.8363,0.2105
A,relation_inside,1_dog__3_second_bed,28,1,0.0524,0.0317,0.2551,0.0931,0.8363,0.0987
A,relation_inside,1_elephants__1,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,1_elephants__2,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,1_elephants__2_elephants,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,1_elephants__3,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,1_elephants__3_first_elephant,28,1,0.0,0.0,0.0303,0.2091,0.7594,0.0
A,relation_inside,1_elephants__3_second_elephant,28,1,0.1072,0.0558,0.3806,0.0263,0.7594,0.1879
A,relation_inside,1_frisbee__1,28,3,0.1324,0.1424,0.1446,0.2389,0.7874,0.2267
A,relation_inside,1_frisbee__2,28,3,0.0138,0.0046,0.1019,0.1042,0.7874,0.0272
A,relation_inside,1_frisbee__2_dog,28,3,0.0138,0.0046,0.1019,0.1042,0.7874,0.0272
A,relation_inside,1_horse__1,28,7,0.0845,0.0824,0.1303,0.1493,0.6476,0.1495
A,relation_inside,1_horse__2,28,7,0.0564,0.0488,0.1074,0.1519,0.6476,0.1038
A,relation_inside,1_horse__2_horse,28,3,0.0878,0.0687,0.1534,0.1401,0.6995,0.1561
A,relation_inside,1_horse__2_individuals,28,1,0.0348,0.0249,0.1079,0.1108,0.6204,0.0659
A,relation_inside,1_horse__2_person,28,3,0.0322,0.037,0.0612,0.1775,0.6048,0.0612
A,relation_inside,1_horse__3,28,7,0.1293,0.1027,0.2269,0.082,0.6476,0.2156
A,relation_inside,1_horse__3_first_horse,28,4,0.0805,0.0882,0.0952,0.1493,0.6797,0.144
A,relation_inside,1_horse__3_first_person,28,3,0.119,0.0857,0.1693,0.1602,0.6048,0.1988
A,relation_inside,1_horse__3_second_horse,28,7,0.0573,0.0462,0.1,0.16,0.6476,0.1052
A,relation_inside,1_horses__1,28,1,0.0555,0.0511,0.085,0.0909,0.6854,0.1028
A,relation_inside,1_horses__2,28,1,0.0123,0.0,0.0105,0.1509,0.6854,0.0242
A,relation_inside,1_horses__2_jockeys,28,1,0.0123,0.0,0.0105,0.1509,0.6854,0.0242
A,relation_inside,1_horses__3,28,1,0.063,0.0478,0.0954,0.0829,0.6854,0.1154
A,relation_inside,1_horses__3_first_jockeys,28,1,0.0123,0.0,0.0105,0.1509,0.6854,0.0242
A,relation_inside,1_horses__3_second_horse,28,1,0.0555,0.0511,0.085,0.0909,0.6854,0.1028
A,relation_inside,1_kite__1,28,1,0.1564,0.1694,0.1622,0.0928,0.5684,0.2453
A,relation_inside,1_kite__2,28,1,0.1564,0.1694,0.1622,0.0928,0.5684,0.2453
A,relation_inside,1_kite__2_kite,28,1,0.1564,0.1694,0.1622,0.0928,0.5684,0.2453
A,relation_inside,1_man__1,28,3,0.1493,0.0813,0.2334,0.0929,0.6793,0.2448
A,relation_inside,1_man__2,28,3,0.1475,0.0992,0.2152,0.114,0.6793,0.2424
A,relation_inside,1_man__2_man,28,1,0.1004,0.1025,0.1348,0.0835,0.7524,0.1772
A,relation_inside,1_man__2_woman,28,2,0.1711,0.0976,0.2555,0.1293,0.6428,0.2702
A,relation_inside,1_man__3,28,3,0.229,0.1088,0.4591,0.0389,0.6793,0.3425
A,relation_inside,1_man__3_first_man,28,2,0.1227,0.0965,0.175,0.0983,0.6997,0.2088
A,relation_inside,1_man__3_first_woman,28,1,0.2025,0.051,0.35,0.0821,0.6384,0.3075
A,relation_inside,1_man__3_second_bed,28,1,0.1528,0.1153,0.1907,0.1517,0.7524,0.254
A,relation_inside,1_man__3_second_man,28,1,0.2029,0.0923,0.279,0.0849,0.6384,0.3079
A,relation_inside,1_man__3_second_woman,28,1,0.1392,0.1029,0.2319,0.1736,0.6471,0.2292
A,relation_inside,1_person__1,28,2,0.006,0.0179,0.0156,0.197,0.7435,0.0119
A,relation_inside,1_person__2,28,2,0.006,0.0179,0.0156,0.197,0.7435,0.0119
A,relation_inside,1_person__2_person,28,2,0.006,0.0179,0.0156,0.197,0.7435,0.0119
A,relation_inside,1_person__3,28,2,0.0115,0.0341,0.0226,0.1681,0.7435,0.0226
A,relation_inside,1_person__3_first_person,28,2,0.006,0.0179,0.0156,0.197,0.7435,0.0119
A,relation_inside,1_person__3_second_skis,28,1,0.0002,0.0,0.0052,0.2627,0.6986,0.0005
A,relation_inside,1_person__3_second_surfboard,28,1,0.0109,0.0326,0.0091,0.2008,0.7884,0.0215
A,relation_inside,1_player__1,28,5,0.0696,0.067,0.1036,0.1028,0.692,0.1265
A,relation_inside,1_player__2,28,5,0.1038,0.0937,0.1523,0.0808,0.692,0.1805
A,relation_inside,1_player__2_player,28,5,0.1038,0.0937,0.1523,0.0808,0.692,0.1805
A,relation_inside,1_player__3,28,4,0.0981,0.0825,0.1537,0.0794,0.6961,0.172
A,relation_inside,1_player__3_first_player,28,4,0.0554,0.049,0.0928,0.1069,0.6961,0.1026
A,relation_inside,1_player__3_second_player,28,4,0.0636,0.0611,0.0617,0.1153,0.6961,0.1165
A,relation_inside,1_skateboarder__1,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,1_skateboarder__2,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,1_skateboarder__2_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,1_skateboarder__3,28,2,0.024,0.0123,0.0339,0.1557,0.7623,0.0466
A,relation_inside,1_skateboarder__3_first_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,1_skateboarder__3_second_skateboard,28,2,0.0067,0.0026,0.0073,0.2055,0.7623,0.0133
A,relation_inside,1_suitcase__1,28,1,0.0039,0.0,0.0444,0.3772,0.7478,0.0078
A,relation_inside,1_suitcase__2,28,1,0.0063,0.0017,0.0733,0.163,0.7478,0.0126
A,relation_inside,1_suitcase__2_woman,28,1,0.0063,0.0017,0.0733,0.163,0.7478,0.0126
A,relation_inside,1_suitcase__3,28,1,0.0074,0.0014,0.1174,0.1576,0.7478,0.0147
A,relation_inside,1_suitcase__3_first_woman,28,1,0.0063,0.0017,0.0733,0.163,0.7478,0.0126
A,relation_inside,1_suitcase__3_second_suitcase,28,1,0.0039,0.0,0.0444,0.3772,0.7478,0.0078
A,relation_inside,1_tent__1,28,1,0.0143,0.0,0.1619,0.0977,0.8261,0.0282
A,relation_inside,1_tent__2,28,1,0.0247,0.0,0.0951,0.1733,0.8261,0.048
A,relation_inside,1_tent__2_woman,28,1,0.0247,0.0,0.0951,0.1733,0.8261,0.048
A,relation_inside,1_tent__3,28,1,0.0226,0.0,0.255,0.0713,0.8261,0.044
A,relation_inside,1_tent__3_first_woman,28,1,0.0247,0.0,0.0951,0.1733,0.8261,0.048
A,relation_inside,1_tent__3_second_tent,28,1,0.0143,0.0,0.1619,0.0977,0.8261,0.0282
A,relation_inside,1_woman__1,28,1,0.0386,0.0317,0.1207,0.0706,0.7917,0.0737
A,relation_inside,1_woman__2,28,1,0.0386,0.0317,0.1207,0.0706,0.7917,0.0737
A,relation_inside,1_woman__2_woman,28,1,0.0386,0.0317,0.1207,0.0706,0.7917,0.0737
A,relation_inside,1_woman__3,28,1,0.0399,0.031,0.1422,0.0633,0.7917,0.076
A,relation_inside,1_woman__3_first_woman,28,1,0.0386,0.0317,0.1207,0.0706,0.7917,0.0737
A,relation_inside,1_woman__3_second_chair,28,1,0.0091,0.0059,0.022,0.1583,0.7917,0.0181
A,relation_inside,2__1,28,38,0.0776,0.0627,0.1374,0.1337,0.7219,0.1401
A,relation_inside,2__1_airplane,28,1,0.0096,0.008,0.0478,0.0941,0.7449,0.019
A,relation_inside,2__1_boat,28,1,0.0,0.0,0.0244,0.1861,0.9101,0.0
A,relation_inside,2__1_bride,28,2,0.0741,0.0272,0.1765,0.0974,0.7493,0.1349
A,relation_inside,2__1_car,28,2,0.095,0.0464,0.2579,0.0809,0.6733,0.1665
A,relation_inside,2__1_cat,28,1,0.149,0.1157,0.2444,0.0986,0.6638,0.2433
A,relation_inside,2__1_catcher,28,1,0.0966,0.0149,0.1545,0.0922,0.8522,0.1736
A,relation_inside,2__1_dog,28,2,0.0746,0.0754,0.1245,0.1033,0.8159,0.1367
A,relation_inside,2__1_elephants,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,2__1_frisbee,28,3,0.1324,0.1424,0.1446,0.2389,0.7874,0.2267
A,relation_inside,2__1_horse,28,7,0.0845,0.0824,0.1303,0.1493,0.6476,0.1495
A,relation_inside,2__1_horses,28,1,0.0555,0.0511,0.085,0.0909,0.6854,0.1028
A,relation_inside,2__1_kite,28,1,0.1564,0.1694,0.1622,0.0928,0.5684,0.2453
A,relation_inside,2__1_man,28,3,0.1493,0.0813,0.2334,0.0929,0.6793,0.2448
A,relation_inside,2__1_person,28,2,0.006,0.0179,0.0156,0.197,0.7435,0.0119
A,relation_inside,2__1_player,28,5,0.0696,0.067,0.1036,0.1028,0.692,0.1265
A,relation_inside,2__1_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,2__1_suitcase,28,1,0.0039,0.0,0.0444,0.3772,0.7478,0.0078
A,relation_inside,2__1_tent,28,1,0.0143,0.0,0.1619,0.0977,0.8261,0.0282
A,relation_inside,2__1_woman,28,1,0.0386,0.0317,0.1207,0.0706,0.7917,0.0737
A,relation_inside,2__2_airplane,28,1,0.0096,0.008,0.0478,0.0941,0.7449,0.019
A,relation_inside,2__2_boat,28,1,0.0,0.0,0.0244,0.1861,0.9101,0.0
A,relation_inside,2__2_cat,28,2,0.1212,0.101,0.1671,0.113,0.6446,0.2041
A,relation_inside,2__2_catcher,28,1,0.0966,0.0149,0.1545,0.0922,0.8522,0.1736
A,relation_inside,2__2_dog,28,6,0.048,0.037,0.1062,0.1147,0.7859,0.0905
A,relation_inside,2__2_elephants,28,1,0.1015,0.0526,0.411,0.0249,0.7594,0.1791
A,relation_inside,2__2_groom,28,2,0.1535,0.106,0.2099,0.1145,0.7493,0.2548
A,relation_inside,2__2_horse,28,3,0.0878,0.0687,0.1534,0.1401,0.6995,0.1561
A,relation_inside,2__2_individuals,28,1,0.0348,0.0249,0.1079,0.1108,0.6204,0.0659
A,relation_inside,2__2_jockeys,28,1,0.0123,0.0,0.0105,0.1509,0.6854,0.0242
A,relation_inside,2__2_kite,28,1,0.1564,0.1694,0.1622,0.0928,0.5684,0.2453
A,relation_inside,2__2_man,28,4,0.1472,0.1386,0.1952,0.1235,0.7271,0.2448
A,relation_inside,2__2_person,28,5,0.0217,0.0293,0.0429,0.1853,0.6603,0.0421
A,relation_inside,2__2_player,28,5,0.1038,0.0937,0.1523,0.0808,0.692,0.1805
A,relation_inside,2__2_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,2__2_surfer,28,2,0.0176,0.0188,0.0299,0.1277,0.6942,0.0342
A,relation_inside,2__2_woman,28,5,0.0824,0.0457,0.16,0.1331,0.7302,0.148
A,relation_inside,2__3,28,33,0.1103,0.0796,0.2293,0.0884,0.7092,0.1908
A,relation_inside,2__3_first_cat,28,1,0.0935,0.0862,0.0898,0.1273,0.6254,0.1626
A,relation_inside,2__3_first_dog,28,2,0.1088,0.0942,0.1096,0.1519,0.7788,0.1909
A,relation_inside,2__3_first_elephant,28,1,0.0,0.0,0.0303,0.2091,0.7594,0.0
A,relation_inside,2__3_first_groom,28,2,0.1585,0.076,0.3862,0.0351,0.7493,0.2616
A,relation_inside,2__3_first_horse,28,4,0.0805,0.0882,0.0952,0.1493,0.6797,0.144
A,relation_inside,2__3_first_jockeys,28,1,0.0123,0.0,0.0105,0.1509,0.6854,0.0242
A,relation_inside,2__3_first_man,28,2,0.1227,0.0965,0.175,0.0983,0.6997,0.2088
A,relation_inside,2__3_first_oven,28,3,0.0961,0.1784,0.0811,0.1531,0.7187,0.1696
A,relation_inside,2__3_first_person,28,5,0.0738,0.0586,0.1078,0.1749,0.6603,0.1327
A,relation_inside,2__3_first_player,28,4,0.0554,0.049,0.0928,0.1069,0.6961,0.1026
A,relation_inside,2__3_first_skateboarder,28,2,0.0188,0.0107,0.0267,0.1715,0.7623,0.0367
A,relation_inside,2__3_first_surfer,28,2,0.0173,0.0193,0.0269,0.1384,0.6942,0.0338
A,relation_inside,2__3_first_woman,28,4,0.0681,0.0211,0.1598,0.1222,0.751,0.1248
A,relation_inside,2__3_second_bed,28,2,0.1026,0.0735,0.2229,0.1224,0.7943,0.1817
A,relation_inside,2__3_second_car,28,2,0.095,0.0464,0.2579,0.0809,0.6733,0.1665
A,relation_inside,2__3_second_chair,28,1,0.0091,0.0059,0.022,0.1583,0.7917,0.0181
A,relation_inside,2__3_second_elephant,28,1,0.1072,0.0558,0.3806,0.0263,0.7594,0.1879
A,relation_inside,2__3_second_horse,28,8,0.0571,0.0468,0.0981,0.1514,0.6524,0.1049
A,relation_inside,2__3_second_man,28,4,0.1728,0.136,0.2312,0.1238,0.6986,0.2771
A,relation_inside,2__3_second_player,28,4,0.0636,0.0611,0.0617,0.1153,0.6961,0.1165
A,relation_inside,2__3_second_skateboard,28,2,0.0067,0.0026,0.0073,0.2055,0.7623,0.0133
